original_post,label,image_id,post_id
【银川市检察院批准逮捕马永平】 2016年1月10日，银川市人民检察院依法受理银川市公安局提请逮捕的犯罪嫌疑人马永平涉嫌放火一案。1月5日早，马永平在宁夏银川市301路公交车上纵火，造成17人死亡、33人受伤。,0,684ebae3jw1ezunwmae9gj20c80bl3zw,3929833169608524
【史上最短环球小姐只当2分钟！满屏都是尴尬】2015环球小姐总决赛的直播过程惊现大乌龙，主持人把亚军错误宣布成了冠军。等到整个加冕仪式都进行完了，最后才尴尬的把皇冠从哥伦比亚的佳丽头上来摘下戴在菲律宾佳丽头上。O网页链接,0,684ebae3jw1ez8qjx7s8zj208c05j3z1,3922974979584286
"【3岁男童疑被亲妈及其男友虐待致死 全身是伤】19日，云南开远的3岁男孩普谨瑜意外死亡，亲属怀疑小瑜被亲生母亲王某及其男友虐待致死。孩子姑父称，王某称孩子从床上摔下,但他看到小谨瑜全身多处青紫、伤痕。王某承认打过孩子，其男友也用拖鞋打过孩子一次。目前警方已介入调查。O3岁男孩疑被亲妈及男友虐待致死 身上多处伤痕",0,684ebae3jw1ez8jwa8ajcj20c8077mxl,3922911813112812
【辽宁铁岭在建人防工程塌陷 路边汽车被吞没】今天15点左右，辽宁铁岭市一道路发生坍塌。事故殃及5辆汽车，其中1辆受损严重，目前暂无人员伤亡。事故地点下方是在建地下人防商业工程，一期施工面积3万平米。事故原因正在进一步调查。（央视新闻）,0,684ebae3jw1ez6cuzzp5gj20c8096abh,3922212958075544
【婚检女友查出疑似艾滋被隐瞒 小伙婚后被感染】去年三月，河南男子小新和女友前往永城市妇幼保健院婚检时，医生查出其女友小叶疑似感染艾滋病毒，但单独叫住了小叶。小新得到医生的答复是，一切正常。婚后小新感染艾滋，随后将医院和疾控中心告上法庭。O婚检时女友艾滋被瞒.小伙感染,0,684ebae3jw1ezue0u93exj20fa0c83z7,3929746347677996
【湖南邵阳现“天坑村” 房塌桥断如末日】村民过得提心吊胆，因为村子地面上总是时不时出现巨大坑洞，走路时稍不留神，路面就可能突然塌陷。据传天坑是附近一家连续开采了13年的石膏厂导致的，由于地下被挖空，不少房子出现开裂现象，甚至垮塌。村里的河流也因此断流。（中青网）O湖南邵阳现“天坑村” 房塌桥断如末日,0,684ebae3jw1ez59dw8o3ej20c806vjs6,3921873974609357
【消防员穿火层救19人 将头盔让给婴儿】17日，江西龙虎山镇某楼失火，19名住户被困，消防战士穿越火层救人。消防员李华彪不顾自身安危，将消防头盔让给婴儿，后因空气呼吸器压力不足休克，清醒后又去救人。最终被困群众全被救出，无一伤亡！（中新网）O网页链接 转发致敬！,0,684ebae3jw1ez4vz4u5roj20q40heq46,3921771298660670
【老人少交2元;管理费;被捅3刀】18日，一名老人在武汉某农贸市场门口摆摊卖菜，两名年轻男子来收管理费，对方要5元，他给3元，男子不同意，其中一人将老人推到在地，随后从小腿处拔出一把短刀，朝他捅了三刀，老人胳膊上和后背血流不止，附近商户报警并拨打120，老人被送至医院。O网页链接,0,684ebae3jw1ez4xdjlh2bj20c8082my4,3921764251519181
"#北京快讯#【警方整治分中寺非法鸟市】19日上午,丰台警方会同森林公安、城管和工商等部门对分中寺地区非法鸟市占道经营、破坏环境、造成交通拥堵的问题进行整治。民警介绍,分中寺地区正是因为这个鸟市,交通拥堵严重,此次整治,目的是要缓解周边交通拥堵并维护治安秩序。(北青报记者 池海波 摄影/汪震龙)",0,684ebae3jw1ez4so3fbazj20zk0qoq5m,3921723483749941
【东航一航班因故障备降马来西亚 另派飞机接旅客明晨抵京】今日凌晨，东航巴厘岛飞往北京的MU782航班因飞机突发故障，备降在马来西亚，有乘客表示当时机上氧气面罩全部脱落。东航已另调派飞机前往接旅客回程。预计飞机将于当地时间19:45分起飞，明日凌晨1:55分抵达北京。（北青报记者 孟亚旭）,0,684ebae3jw1ez3zv77v63j20c80lqtan,3921472580102862
【太恶心！家长带孩子吃饭 拿碗接尿藏桌下】9日，江苏常州一女子带孩子吃饭，女子竟用餐厅的碗为孩子接尿，监控显示，女子在收银处拿了一个碗，回到位置坐下后，女子将碗拿到孩子身边，让孩子尿在了碗里。餐厅负责人介绍，厕所其实也就离餐厅10几米路…O网页链接,0,684ebae3jw1ez2yuhh331j20c8067mxh,3921157755285825
别再吃白面饺子了，这些创意你根本想不到！（美食社）,0,684ebae3jw1ez2sseittuj20c80bnq40,3921116986516472
【#儿科医生荒# 每2300名儿童1位儿科医生】《2015年中国卫生统计年鉴》显示，儿科医生与患者的配比为1:2300。全国儿童医院92家，仅占医院总数0.4%，七成以上集中在大中城市。目前，儿科收入低，医生少。专家称，希望通过政策倾斜、专业培养等方式改善现状。盼望孩子们看病不再难！（央视）,0,684ebae3jw1ezti1eudqtj20c8086jrx,3929510544241343
【四川江阳：家庭纠纷公交上纵火致一人伤，五旬女子当场被控制】据 ，1月9日上午10时许，在四川泸州市一公交车内，发生纵火案。目前火已被扑灭，嫌疑人被当场抓获，车上一乘客手臂擦伤。初步查明，犯罪嫌疑人张某某，为因家庭纠纷产生极端行为，选择在公交车上纵火。O四川江阳：家庭纠纷公交上纵火致一人伤，五旬女子当场被控制,0,684ebae3jw1ezthpinauej20c809240c,3929477828438792
【7元水果卖28元/斤 三亚这家水果店两人被拘】三亚水蛟村高速路入口处的海南热带水果特产店，把进价为7、8元/斤的普通水果谎称为优质水果，以28元/斤卖给游客，并将包装箱计入水果重量。三亚旅游警察依法对店主郑某荣、销售员郑某火（均为江西余干人）处行政拘留15日。（海南日报）,0,684ebae3jw1eyy8padyp6j20c808574j,3919686560967533
#今天国家公祭日#【此刻，请用微博转发，为30万死难同胞！】枪杀、刀劈、火烧78年前，1937年12月13日起，日军在南京全城进行了40多天血腥屠杀！30余万同胞惨遭杀害！此后不久，日本东京街头挂上条幅 ;祝南京陷落;！今天，南京再次拉响警报，今天，以正义的名义，传递真相！勿忘历史！珍爱和平！,0,684ebae3jw1eyxrm3he5mj20c80lqtb0,3919521221477286
【山东高院复查聂树斌案延期至12月15日】今天，聂树斌母亲张焕枝和代理律师李树亭来到山东省高级人民法院询问聂树斌案复查结果。早上9点半，张焕枝和李树亭从山东高院获悉，复查再次延期至12月15日。山东高院对延期事件的回应是：案件重大复杂，复查过程涉及面广，根据相关规定延期。（见习记者 张雅）,0,684ebae3jw1ew3198x3sxj20c80q042l,3887333881263927
【林森浩死刑核准，林家人仍多地奔走欲救人】复旦投毒案犯林森浩的死刑核准后，林父昨天到最高检递交了抗诉申请书，最高检回复称拿到死刑裁定书就可启动抗诉。林家人今天还来到四川自贡，想与黄洋父母沟通。黄洋家人拒见，并通过媒体透露，不接受任何形式的道歉和补偿。(成都商报)O法院通知林父明天1点前到上海,0,684ebae3jw1eyumd4toyaj20fa0bgjsg,3918546302278173
【滴滴北京总部遭大量出租车围堵】今天滴滴出行北京总部遭到大量出租车围堵“抗议”，周围停有多辆警车。出租车司机们此前曾多次向媒体表示，滴滴等打车软件以“专车”等形式鼓励私家车进行营运，破坏了市场秩序，损害出租车司机的利益。目前，滴滴方面对此事件不予置评。(财经网),0,684ebae3jw1eysagw76e3j20a00dcq3z,3917803402529491
【白玛奥色发表个人声明称辞去所有职务】今天上午，白玛奥色在其微博发表致歉声明，澄清之前“张铁林坐床视频”并非“活佛坐床仪式”，只是祈福法会。此前，白玛奥色曾自称是四川噶陀寺直美信雄法王、莫扎法王认证的活佛，但本月5日，噶陀寺和莫扎法王都发表声明否认此事。（北青报记者 满羿 高语阳）,0,684ebae3jw1eys51f86qpj20hs0p1jsy,3917767415988650
【南京男子乘公交拍下面包车司机乱扔瓜子壳，被追赶拽下车】南京市民辛某称，7日上午，坐公交看到一面包车司机和女乘客边吃瓜子边把瓜子壳扔到路上，隔车劝阻后，面包车司机拦住公交强行将自己拽下车。拉扯中，辛某衣服被扯烂、眼镜被扯坏，吃瓜子的女子在一旁指责辛某多管闲事。O南京男子乘公交拍下面包车司机乱扔瓜子壳，被追赶拽下车,0,684ebae3jw1ezsdtoi6gyj208c0b4glo,3929130792135206
【《了不起挑战》#王喜全程马赛克# 戏份全删】日前香港演员王喜参与央视《了不起的挑战》的录制，便被爆出其在社交网站上发布大量羞辱大陆的言论。之后节目对王喜的部分删减，不能删减的地方全程马赛克。节目总监陆伟表示节目剪掉三分之一内容，实在剪不掉就马赛克O网页链接新浪娱乐,0,655dd5f3gw1ezvdbklncgj20c80bdmy0,3930052955418783
【#女大学生被曝援交#：3600包夜需住豪华酒店】记者通过微博，以吃饭培养感情为由，约了其中一名自称是广州本地大二学生小Y。对方甚至还将价格明细，以及提供性服务的内容发给记者，明码标价1600元一次，3600元包夜，要求入住豪华酒店。O电视台暗访曝光广州“女大学生援交”现象南方电视台,0,655dd5f3gw1eys2gzzg4kj20c8096js1,3917732586684528
#突发#【北京石景山一小区发生爆炸】今晚六点半左右，北京永乐西小区某楼发生爆炸，一二层的防盗网被完全炸掉，邻居楼的窗户玻璃也被震碎，据悉是煤气爆炸。（国际在线）O北京石景山永乐小区发生燃气爆炸 现场一片狼藉(组图),0,655dd5f3gw1eyrcr00clsj20c8095my3,3917508618855750
【男子闯幼儿园徒手挖女童双眼 正鉴定是否患精神病】5岁小女孩正在幼儿园上课，一男子闯入教室拎起小孩，徒手挖其双眼…这骇人一幕近日发生在河北省邯郸市馆陶县。受害女童眼角膜破裂，眼骨骨折，正在全力救治。男子施暴原因仍在调查。法制晚报O男子闯入幼儿园挖女童双眼 #女童幼儿园被挖双眼#,0,655dd5f3jw1eyq5ckej18j20c80960su,3917135753793250
#货车侧翻越野被压扁#【恐怖！大货车侧翻，越野车瞬间被“压扁”】近日云南昆明，一辆拉煤的大货车突然发生侧翻，旁边一辆越野车瞬间被压扁，车内一对夫妻当场死亡。珍爱生命，远离大货车转发提醒身边车友！（法制晚报）,0,655dd5f3gw1eyngux87qlj20c80fhabm,3916290601235921
【男子#疑貌美妻子出轨剁其手#：这样就没人要她了】“如果我剁了她的手，她变成残疾人了，就没有男人要她了…”四川一男子怀疑妻子出轨，竟然剁妻子左手，砍断之后，为泄愤，男子又在断掌上剁了三刀，并扔进垃圾桶，使其妻子永远失去左手。（大众网)O川男疑貌美妻子出轨剁其左手 L男子疑貌美妻子出轨剁其左手:这样就没人要她了,0,655dd5f3gw1eymk2oh8hwj20c806v3za,3916005140639382
【经验帖！买房全攻略，新手必备】对于大多数人来说，买房都是一生中的大事。从选择到购买，每一步都要小心谨慎。买房子都要注意什么？什么样才算是好户型？看房的时候主要都看些啥？怎样才能不被某些“黑心中介”忽悠？……知道这些，你或许能少走很多弯路。戳图学经验，防陷阱↓↓转给小伙伴！,0,655dd5f3gw1eygie32elfj20c80dcjtn,3914115854356799
#韩教授逼学生吃屎#【韩国一教授逼学生吃自己屎被判12年 虐学生视频曝光】韩国一教授只因对自己的学生全某“看不顺眼”，便长期对全某拳打脚踢，甚至逼迫其吃自己的屎喝自己的尿，并全程进行视频拍摄。直到不堪忍受屈辱的全某试图自杀未遂，真相才得以大白于天下。L韩国 教授长期虐待学生 被判12年,0,655dd5f3gw1eyghb1mnc8j20c806tmxh,3914100851430158
【中国人体质调查：男子偏弱 #女汉子越来越多#】国家体育总局《2014年国民体质监测公报》显示，相较2010年，2014年我国成年男性国民体质达标率下降了，而女汉子越来越多了！我国女性国民体质达标率为91.1%，国民体质综合指数为101.42，两项数据均明显高于男性O女汉子越来越多?男人体质越来越虚?来看中国人的体质大调查! - 万象 - 中新网,0,655dd5f3jw1eyfajug76lj20a306f3z1,3913738366934073
【5岁的他走了，却救了5个人…】24日，广东5岁男童伟伟因病离世，经家人同意，孩子的肾脏、肝脏和眼角膜捐出。目前肝脏、肾脏已移植给3人，眼角膜也将使2名患者重见光明。深度昏迷前，孩子对日夜守候的母亲说：“妈妈对不起，等我好了以后，再也不这样了…” (湛江日报)转发送送小天使！,0,655dd5f3gw1eydi1dcmeqj20c8085js5,3913166276821387
【#安徽女大学生坠楼案#监控曝光：她光腿昏迷被背进宾馆】监控曝光！安徽芜湖职业技术学院大二女生陈某坠楼前，并没有与学弟开房，而是在昏迷状态下被背进宾馆。→L曝女生与两学弟开房监控 光腿昏迷被背进宾馆宾馆老板称，陈某是清醒地走进宾馆，但实际上并不是。死者家属和朋友认为疑点颇多。北青报O网页链接,0,655dd5f3gw1ezpuqku93nj20c80guwf5,3928322931609673
【婚检女友查出疑似艾滋被隐瞒 小伙婚后被感染】去年三月，河南男子小新和女友前往永城市妇幼保健院婚检时，医生查出其女友小叶疑似感染艾滋病毒，但单独叫住了小叶。小新得到医生的答复是，一切正常。婚后小新感染艾滋，随后将医院和疾控中心告上法庭。O婚检时女友艾滋被瞒.小伙感染,0,655dd5f3gw1ezudtzlb0uj20c809qjrq,3929758930473087
【又见辣手摧鸥！#游客抓鸥嬉戏拍照# 民警：看到报警！】昨天，有网友爆料，在云南昆明大观楼，一男子喂食时抓住红嘴鸥双脚，身旁女子趁机给它拍照，完全不顾红嘴鸥痛苦挣扎。这种现象已不是第一次出现。民警提示：如再发现可当场报警。转发呼吁，喜爱它们，就不要伤害它们！（央视）,0,655dd5f3gw1ezoxho70ypj20c8085gmb,3928033226154587
#天津液化气车爆炸#【快讯：天津市津南开发区运输液化气货车爆炸】据央视：今天14:10左右，天津市津南区双港镇津南开发区附近一运输液化气货车发生爆炸，据附近居民介绍至少有5次连续爆炸，目前消防已赶往现场救援，暂无人员伤亡。（央视）,0,655dd5f3gw1ezoncq5n78j20c8096t92,3927944944672827
#篮球被压坏踢打司机#【篮球被压坏 男孩拦下公交踢打司机】昨天下午，温州一名10岁男孩过马路时篮球掉了，被驶过的公交车压坏，竟拦车“暴打”司机！他不听旁人劝说，不停对司机拳打脚踢。司机无奈报警，赔偿50元。小孩离开时一路人还想劝他几句，被一口咬到后背衣服上。L10岁男孩太“逆天”闹市区拦截公交车要赔钱,0,655dd5f3gw1ezu7l8n3gqj20c80k7dhx,3929690982835002
【今天进入腊月 马上过年啦！】今天，农历腊月初一，迎接春节的前奏曲正式开始！你还记得吗？二十三，糖瓜粘；二十四，扫房子；二十五，磨豆腐；二十六，去割肉；二十七，宰公鸡；二十八，把面发；二十九，蒸馒头；三十晚上熬一宿，大年初一扭一扭。过年倒！计！时！转，传递喜庆！,0,655dd5f3gw1ezu4mx1gn7j20c80c8t9j,3929662704727034
【国家主席习近平发表2016年新年贺词】新华社北京12月31日电 新年前夕，国家主席习近平通过中国国际广播电台、中央人民广播电台、中央电视台，发表了二○一六年新年贺词。“前景令人鼓舞，但幸福不会从天降” 全文：O前景令人鼓舞 但幸福不会从天降,0,655dd5f3gw1ezjrkjoxoej20c80gbdhn,3926414375572348
【#中国人1年输液104亿瓶#！这些疾病↓不用输液！】据发改委2010年一项调查显示，我国一年医疗输液104亿瓶，相当于人均8瓶，远高于国际上人均2.5至3.3瓶的水平。O吊瓶森林专家提醒：不合理输液可能导致抗生素过度使用，能吃药不打针，能打针不输液。53种不需输液疾病清单↓↓扩散！人民日报,0,655dd5f3gw1ezimvgg4m0j20c80gemye,3926060002981959
【超淡定！#泰国大象公路散步#1小时 致交通中断】近日，在泰国考艾国家公园，一头大象突然闯入公路中央散步，全然不顾周围的车辆。它在公园公路上漫步近1小时，好在未与人群和车辆发生接触，公路上的人们也会小心避让不敢接近……O泰国大象公路上散步1小时 致交通中断 有气质就是这么自信~,0,655dd5f3gw1eztdzbys27j20hi0b5ac3,3929431511288590
【紧急提醒！又现新骗局：礼品免费送？信息被盗危害大！】近日，江苏新沂市的几个村子里出现一伙人，免费给村民送理疗仪，条件只是每个人照一张相，再拍一张身份证照片。天上真能掉馅饼？原来在免费领的背后，村民的身份证信息已被骗取用于不法用途……扩散！别让骗子得逞！,0,655dd5f3gw1ezap394thgj20c806w0sr,3923571732943447
【#3岁男孩被拐转手11次#年底了，你愿帮这些被拐孩子转发吗？】遂宁3岁男孩小明被拐卖到广东，几个月后，被警方解救，孩子竟被人贩子转手11次，已忘记乡音…O心酸！3岁四川男孩被拐转手11次（附年底最全儿童防拐指南）你能想象被拐孩子的遭遇吗？下面这些孩子都是解救的被拐儿童，至今未寻到父母！快过年了，帮孩子寻找家人！传递！,0,655dd5f3jw1eza2iawzsaj20c8170n0d,3923377129160704
【网曝#小狗进宿舍被保安摔死# 】22日，合肥幼师高专的女生宿舍3号楼一寝室进来一只小黑狗，保安用绳套住狗脖子把狗拽出来，小狗尖叫，有网友称被吓哭，想阻止却被赶回来，后来狗被装进麻袋活活摔死。对此，学校回应已对事件中的保安给予批评教育O秒拍视频（ 都市快报）,0,655dd5f3gw1ez9ujp9hw4j20c80kudj3,3923305717508881
【现场救出的第二名被困者已遇难￼】今晨在深圳滑坡现场搜救出的两名被困人员，其中田泽明幸存，他告诉搜救官兵，附近还有一名幸存者。但据 核实，另一名被困人员遇难。遇难者和生还者并排，小腿搭在生还者的腿上。O深圳滑坡被救生还者到达医院,0,655dd5f3gw1ez9aopmfuvj20c8096my2,3923132961993401
【1罐129元 #加拿大空气中国开卖#遭追捧】北京连日雾霾，两个加拿大人却从中看到商机。两个加拿大人成立公司，向中国出售落基山脉的新鲜空气。没想到这个原本是个玩笑的点子，却获得成功。一罐7.7升的压缩空气罐售价约149元人民币，目前已卖出4000罐，新订单还源源不断。观察者网O加拿大空气在中国遭疯抢,0,655dd5f3gw1ez8tsvbf0xj20go09dwf0,3922986883415757
#IS性奴被轮奸到昏厥#【IS性奴到联合国控诉：被轮奸到昏厥】18日，21岁的伊拉克少女纳迪亚勇敢走进安理会作证，含泪恳请国际社会彻底铲除IS。“妇女儿童被当礼物交换，他们强迫我改变宗教信仰。我被轮流施暴直至昏过去。”有视频拍下了IS分子持枪强掳妇女的画面LIS性奴联合国控诉:被轮奸到昏厥强迫改变信仰,0,655dd5f3gw1ez8fekdvi7j20c80obq5w,3922861469494580
【痛心！#仨娃目睹父亲被刺死#】昨天，浙江永康市南苑路，据透露：刘先生和妻子带着孩子下公交车时速度较慢，司机催促后双方起了争执，动起手来，竟拿水果刀刺向了刘先生的胸口…刘先生送医后抢救无效身亡…之后，公交司机继续开车，把乘客送到终点站，继续出车，直到被民警逮住↓↓都市快报,0,655dd5f3gw1ez7jvc0gx5j20c80rr415,3922585861678403
【快过年了，转发为这18名孩子寻亲吧！】公安部公布：今年的打拐行动中，通过DNA比对，全国找回440多名被拐卖儿童，目前他们大多回到了亲人身边。但图中这18名孩子至今仍未寻到父母！他们的父母也许还在焦急地寻找……一起转发扩散！帮这些被拐孩子回家吧！,0,655dd5f3gw1ez4otthg0jj20c806z74k,3921688683380350
#晚安# 能说“谢谢”，就不要说“对不起” （net）,0,655dd5f3gw1ez42c3pt09j20c80abwfo,3921552363631725
#偷狗被打伤口撒盐#【广西两男子偷狗被打1死1伤 伤者伤口被撒盐】13日，广西两男子因偷狗被村民暴打，致1人死亡1人重伤。图片显示，两名偷狗者被扒光上衣，一名偷狗者满身是血，身上还撒有白色粉末状物体。当地网友称，有人在伤者的伤口上撒盐。当地警方回应，该案正在侦办中。O广西2男子偷狗被虐打致1死1伤 村民在伤口上撒盐 - 万象 -,0,655dd5f3gw1ez1q6r0nvpj20go09vgns,3920760105703227
【触目惊心！你买到的是真货吗？警方捣毁假冒欧莱雅工厂】据 ，上海警方成功捣毁一制造销售假冒欧莱雅化妆品的团伙，卸妆油、洗面奶、爽肤水、精华液，几乎涵盖欧莱雅旗下全套产品。该团伙每天产出的2000瓶化妆品行销全国，20元的成本卖200多元，利润至少十倍以上...O网页链接,0,655dd5f3gw1ez1ojsluclj20c806wjrp,3920746814065118
#晚安# 别羡慕汪涵的人脉，去羡慕他的“为人”。（思想聚焦）,0,655dd5f3gw1eyy54xgxbpj20c81jywk9,3919740416186618
1909年，一个银行家雇了10多个摄影师，把他们派往全世界50多个国家拍摄了72000多张彩色照片和18万米的电影胶片...这份100多年前的档案成了世界上很多国家现存最早的彩色照片，让我们知道过去的世界的样子....最后，老爷爷因为破产停止计划.，1941年去世.... 他留给我们的，是这份巨作,0,655dd5f3gw1eyy1edtaepj20c64m8tye,3919612070889972
【28次！男子#打爆110想聊天被拘#】”打爆“了！1日晚，酒后自称肚子疼，资阳43岁男子杨某在1个多小时内17次拨打110报警。在警方确定其无大碍后离开。没想到，在10日晚和次日早上，他竟又28次拨打110，理由是想找民警聊天。11日，警方对其作出行政拘留10日，罚款500元的处罚O17次！28次！110都被他打爆了，知道真相的警察蜀黍很生气！,0,655dd5f3jw1eyxuwmh5ixj20go0nkq35,3919547368917246
